"By city & province(1)","Type(1)",Type(2),2022,2022,2022,2022,2022,2022
"By city & province(1)","Type(1)",Type(2),Total,Very good,Somewhat good,Average,Somewhat bad,Very bad
"Whole country","Total",Total,100.0,12.3,30.0,40.1,14.4,3.2
"Whole country","Total for Dongs, Eups & Myeons",Total for Dongs,100.0,10.1,29.0,42.2,15.4,3.3
"Whole country","Total for Dongs, Eups & Myeons",Total for Eups & Myeons,100.0,22.6,34.8,30.1,10.1,2.4
"Whole country","Gender",Male,100.0,12.7,30.2,40.0,14.1,3.1
"Whole country","Gender",Female,100.0,11.9,29.8,40.3,14.8,3.2
"Whole country","Type of quarter",Detached dwelling,100.0,17.2,30.1,36.4,13.4,2.9
"Whole country","Type of quarter",Apartment,100.0,11.3,31.4,40.0,14.4,3.0
"Whole country","Type of quarter",Others1,100.0,9.4,25.7,45.0,16.0,4.0
"Whole country","Generation",Single household,100.0,13.3,27.8,38.8,16.9,3.2
"Whole country","Generation",One generation household,100.0,14.0,32.3,37.7,13.0,2.9
"Whole country","Generation",Two generation household,100.0,11.3,29.6,41.4,14.5,3.2
"Whole country","Generation",Three or more generation household,100.0,11.6,32.5,41.9,11.1,2.9
"Whole country","Number of household member",1 person,100.0,13.3,27.8,38.8,16.9,3.2
"Whole country","Number of household member",2 persons,100.0,13.5,31.7,38.3,13.6,3.0
"Whole country","Number of household member",3 persons,100.0,10.9,28.9,42.2,14.7,3.3
"Whole country","Number of household member",4 persons and over,100.0,11.6,30.5,40.8,13.9,3.2
"Whole country","Age",13~19 years old,100.0,13.1,32.9,41.5,11.0,1.5
"Whole country","Age",20~29 years old,100.0,11.2,26.9,42.9,15.2,3.9
"Whole country","Age",30~39 years old,100.0,9.3,26.8,40.9,17.1,5.8
"Whole country","Age",40~49 years old,100.0,9.2,28.1,41.9,17.2,3.6
"Whole country","Age",50~59 years old,100.0,12.6,30.1,41.7,13.6,2.0
"Whole country","Age",60~69 years old,100.0,13.8,33.0,38.2,12.6,2.4
"Whole country","Age",70~79 years old,100.0,17.1,35.0,33.4,12.1,2.4
"Whole country","Age",80 years old and over,100.0,20.9,35.3,30.3,11.8,1.7
"Whole country","Age",60 years old and over,100.0,15.9,33.9,35.6,12.3,2.3
"Whole country","Age",60~64 years old,100.0,13.1,32.1,39.3,13.0,2.6
"Whole country","Age",65 years old and over,100.0,17.2,34.8,33.8,12.0,2.1
"Whole country","Age",65~69 years old,100.0,14.9,34.2,36.7,12.1,2.1
"Whole country","Educational Attainment",Elementary School Graduate & Under,100.0,17.8,33.9,34.8,11.7,1.8
