"By city & province(1)","Type(1)",Type(2),2022,2022,2022,2022,2022,2022
"By city & province(1)","Type(1)",Type(2),Total,Much better,Slightly better,No changes,Slightly worse,Much worse
"Whole country","Total",Total,100.0,5.9,33.9,47.1,11.3,1.7
"Whole country","Total for Dongs, Eups & Myeons",Total for Dongs,100.0,5.9,34.5,46.9,10.9,1.8
"Whole country","Total for Dongs, Eups & Myeons",Total for Eups & Myeons,100.0,5.8,31.3,48.2,13.2,1.6
"Whole country","Gender",Male,100.0,6.2,33.6,47.3,11.1,1.8
"Whole country","Gender",Female,100.0,5.5,34.3,47.0,11.5,1.7
"Whole country","Type of quarter",Detached dwelling,100.0,4.2,29.0,50.5,14.3,2.0
"Whole country","Type of quarter",Apartment,100.0,6.7,36.4,45.8,9.7,1.4
"Whole country","Type of quarter",Others1,100.0,5.2,32.0,47.2,13.0,2.6
"Whole country","Age",13~19 years old,100.0,8.5,34.3,47.7,8.6,0.9
"Whole country","Age",20~29 years old,100.0,7.5,33.4,47.8,9.6,1.7
"Whole country","Age",30~39 years old,100.0,7.7,37.3,44.3,8.9,1.8
"Whole country","Age",40~49 years old,100.0,6.0,37.0,44.1,11.2,1.7
"Whole country","Age",50~59 years old,100.0,5.1,35.6,45.0,12.0,2.3
"Whole country","Age",60~69 years old,100.0,3.8,30.7,50.2,13.4,1.9
"Whole country","Age",70~79 years old,100.0,3.8,27.7,52.4,14.8,1.2
"Whole country","Age",80 years old and over,100.0,3.6,26.3,54.6,14.1,1.3
"Whole country","Age",60 years old and over,100.0,3.8,29.2,51.5,13.9,1.6
"Whole country","Age",60~64 years old,100.0,3.8,31.9,49.1,13.1,2.1
"Whole country","Age",65 years old and over,100.0,3.7,27.9,52.7,14.3,1.4
"Whole country","Age",65~69 years old,100.0,3.7,29.0,51.7,13.8,1.7
"Whole country","Educational Attainment",Elementary School Graduate & Under,100.0,5.0,28.5,50.6,14.5,1.5
"Whole country","Educational Attainment",Middle School Graduate,100.0,4.5,30.2,51.3,12.4,1.6
"Whole country","Educational Attainment",High School Graduate,100.0,5.5,32.1,48.6,11.7,2.1
"Whole country","Educational Attainment",College or University Graduate & Over,100.0,6.8,38.1,43.8,9.8,1.5
"Whole country","Marital Status",Never married,100.0,6.3,32.0,49.5,10.3,1.9
"Whole country","Marital Status",Married,100.0,6.1,36.3,45.2,10.9,1.5
"Whole country","Marital Status",Widowed,100.0,3.8,27.3,50.7,16.1,2.0
"Whole country","Marital Status",Divorced,100.0,3.7,27.3,50.2,15.7,3.1
"Whole country","Economically Active",Employed,100.0,6.0,36.2,45.4,10.8,1.6
"Whole country","Economically Active",Unemployed or Not Economically Active,100.0,5.7,30.8,49.5,12.1,1.9
"Whole country","Industry",Agriculture & Fishery,100.0,4.3,28.8,51.4,14.7,0.7
"Whole country","Industry",Mining & Manufacturing,100.0,5.1,36.6,47.4,9.7,1.3
"Whole country","Industry",Social overhead capital & other service,100.0,6.3,36.7,44.5,10.8,1.8
"Whole country","Occupation",Pro. Tech. Managers,100.0,8.0,40.8,41.1,8.8,1.2
"Whole country","Occupation",Clerks,100.0,6.6,40.7,41.9,9.4,1.3
"Whole country","Occupation",Service & Sales Workers,100.0,5.5,34.0,45.8,12.0,2.7
"Whole country","Occupation",Agri. Fishery Workers,100.0,4.1,28.6,52.1,14.5,0.7
"Whole country","Occupation",Craft Operator Assemblers,100.0,4.6,32.7,49.4,11.7,1.6
"Whole country","Status of Worker",Wage and salary worker,100.0,5.9,37.6,45.0,10.0,1.5
"Whole country","Status of Worker",Employer,100.0,8.7,35.7,42.3,11.3,2.0
"Whole country","Status of Worker",Own account worker,100.0,5.6,30.8,47.6,13.9,2.1
"Whole country","Satisfaction with Life",Satisfied,100.0,9.9,41.6,39.8,8.0,0.8
"Whole country","Satisfaction with Life",Neither satisfied nor dissatisfied,100.0,2.8,29.7,54.6,11.6,1.2
"Whole country","Satisfaction with Life",Dissatisfied,100.0,2.6,23.0,47.2,20.9,6.3
"Whole country","Average Monthly Household Income",less than 1000 thousand won,100.0,3.7,25.3,50.4,17.8,2.8
"Whole country","Average Monthly Household Income",1000-2000 thousand won,100.0,3.2,27.9,52.4,14.6,1.8
"Whole country","Average Monthly Household Income",2000-3000 thousand won,100.0,5.2,30.5,49.3,13.0,2.1
"Whole country","Average Monthly Household Income",3000-4000 thousand won,100.0,5.0,33.7,49.5,10.0,1.8
"Whole country","Average Monthly Household Income",4000-5000 thousand won,100.0,5.6,36.2,46.9,9.9,1.4
"Whole country","Average Monthly Household Income",5000-6000 thousand won,100.0,6.6,38.4,44.4,9.4,1.2
"Whole country","Average Monthly Household Income",6000 thousand won and over,100.0,9.4,41.0,40.5,7.7,1.3
"Whole country","Age*Gender",13~19 years old*Male,100.0,10.2,36.8,44.9,7.2,0.8
"Whole country","Age*Gender",13~19 years old*Female,100.0,6.8,31.6,50.7,10.1,0.9
"Whole country","Age*Gender",20~29 years old*Male,100.0,8.1,31.1,49.3,9.5,2.0
"Whole country","Age*Gender",20~29 years old*Female,100.0,6.8,36.1,46.1,9.6,1.3
"Whole country","Age*Gender",30~39 years old*Male,100.0,8.1,36.1,44.3,9.5,2.0
"Whole country","Age*Gender",30~39 years old*Female,100.0,7.3,38.7,44.3,8.2,1.5
"Whole country","Age*Gender",40~49 years old*Male,100.0,6.3,37.3,44.6,10.4,1.4
"Whole country","Age*Gender",40~49 years old*Female,100.0,5.6,36.8,43.7,11.9,2.0
"Whole country","Age*Gender",50~59 years old*Male,100.0,5.0,34.8,45.2,12.6,2.4
"Whole country","Age*Gender",50~59 years old*Female,100.0,5.2,36.4,44.9,11.5,2.1
"Whole country","Age*Gender",60 years old and over*Male,100.0,3.6,29.2,52.1,13.7,1.4
"Whole country","Age*Gender",60 years old and over*Female,100.0,3.9,29.2,51.0,14.1,1.8
"Whole country","Age*Gender",65 years old and over*Male,100.0,3.7,28.6,52.2,14.3,1.2
"Whole country","Age*Gender",65 years old and over*Female,100.0,3.8,27.2,53.0,14.3,1.6
"Whole country","Age*Educational Attainment",20~29 years old*Middle School Graduate & Under,100.0,9.3,23.1,57.5,10.2,
"Whole country","Age*Educational Attainment",20~29 years old*High School Graduate,100.0,7.5,32.2,48.4,10.0,1.9
"Whole country","Age*Educational Attainment",20~29 years old*College or University & Over,100.0,7.6,34.8,47.0,9.2,1.5
"Whole country","Age*Educational Attainment",30~39 years old*Middle School Graduate & Under,100.0,11.7,35.9,44.2,5.3,2.9
"Whole country","Age*Educational Attainment",30~39 years old*High School Graduate,100.0,6.8,31.4,49.1,10.6,2.1
"Whole country","Age*Educational Attainment",30~39 years old*College or University & Over,100.0,7.9,39.3,42.8,8.4,1.6
"Whole country","Age*Educational Attainment",40~49 years old*Middle School Graduate & Under,100.0,4.7,24.6,52.1,16.4,2.2
"Whole country","Age*Educational Attainment",40~49 years old*High School Graduate,100.0,5.2,33.2,46.4,12.8,2.4
"Whole country","Age*Educational Attainment",40~49 years old*College or University & Over,100.0,6.4,39.7,42.5,10.0,1.3
"Whole country","Age*Educational Attainment",50~59 years old*Middle School Graduate & Under,100.0,3.3,30.8,49.9,13.9,2.0
"Whole country","Age*Educational Attainment",50~59 years old*High School Graduate,100.0,5.1,33.8,46.0,12.4,2.7
"Whole country","Age*Educational Attainment",50~59 years old*College or University & Over,100.0,5.6,38.9,42.6,11.2,1.7
"Whole country","Age*Educational Attainment",60 years old and over*Middle School Graduate & Under,100.0,3.1,27.5,52.5,15.1,1.8
